RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
1664,28/04/2020 09:29,week 2,2,6,1, , , ,Yes,Somewhat difficult,Somewhat willing,Frequently,Always,Always,Always,Frequently,Sometimes,Frequently,Sometimes,Sometimes, ,Sometimes,Frequently,Frequently,Frequently,Rarely,Frequently,Always,Frequently,Frequently,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.065986916,Female,24,Northern Region,5,0,Full time employment,5,Not at all,Nearly every day,Nearly every day,Several days
1665,28/04/2020 09:29,week 2,0,0,3, , , ,Yes,Very easy,Very willing,Sometimes,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently, ,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, ,Not sure,No,No,No,No,No,Yes, ,0.912107496,Male,24,Northeastern Region,3,0,Full time employment,6,Several days,Several days,Several days,Several days
1666,28/04/2020 09:29,week 2,2,3,5, , , ,No,Very difficult,Not sure,Always,Always,Always,Always,Always,Always,Always,Sometimes, ,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes, , , , , , , , , ,0.998791674,Female,23,Central Region,5,1,Full time student,6,More than half the days,Prefer not to say,More than half the days,Prefer not to say
1667,28/04/2020 09:33,week 2,3,5,2, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Always,Frequently,Always,Frequently,Rarely,Always,Sometimes,Frequently,Always,Rarely,Frequently,Rarely,Always,Frequently,Always,Always,Frequently,Sometimes,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.116673176,Female,39,Northeastern Region,3,1,Full time employment,6,More than half the days,Several days,Nearly every day,Several days
1668,28/04/2020 09:35,week 2,2,2,0, , , ,No,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Frequently,Frequently,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.016027682,Male,24,Central Region,4,0,Unemployed,4,Not at all,Not at all,Not at all,Not at all
1669,28/04/2020 09:37,week 2,2,2,2, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Rarely,Always, ,Always,Not at all,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.053145339,Male,21,Southern Region,4,1,Unemployed,5,Not at all,Not at all,Not at all,Not at all
1670,28/04/2020 09:37,week 2,2,1,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently, , ,Frequently,Frequently,Always,Always,Frequently,Frequently,Rarely,Frequently,Rarely,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.869705382,Male,24,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),3,0,Not working,3,Several days,Several days,More than half the days,Not at all
1671,28/04/2020 09:37,week 2,3,3,10, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently, , ,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.2251266,Male,22,Southern Region,4,0,Full time student,6,Prefer not to say,Several days,Not at all,Not at all
1672,28/04/2020 09:42,week 2,20,2,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Frequently,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,30,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.957274726,Male,59,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),2,0,Part time employment,10,Not at all,Not at all,Prefer not to say,Not at all
1673,28/04/2020 09:42,week 2,2,5,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently, , ,Sometimes,Frequently,Sometimes,Always,Always,Frequently,Sometimes,Sometimes,Frequently,Sometimes,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not",Not sure,No,No,No,No,No,Yes, ,1.035279662,Female,22,Southern Region,3,0,Full time student,5,Not at all,Not at all,Several days,More than half the days
1674,28/04/2020 09:42,week 2,2,5,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Always,6,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.885660563,Male,36,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),3,0,Full time employment,5,Not at all,Not at all,Not at all,Not at all
1675,28/04/2020 09:43,week 2,2,3,0, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always, ,Always,Sometimes,Rarely,Frequently,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.916345422,Female,19,Northern Region,4,1,Full time student,5,Several days,Not at all,Several days,Not at all
1676,28/04/2020 09:49,week 2,1,5,1, , , ,No,Not sure,Not sure,Always,Always,Always,Always,Frequently,Always,Always,Rarely, ,Always,Always,Frequently,Always,Always,Always,Sometimes,Not at all,Sometimes,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.984535784,Female,23,Southern Region,3,1,Full time student,5,Several days,Not at all,Several days,Not at all
1677,28/04/2020 09:58,week 2,2,2,6, , , ,Yes,Somewhat difficult,Somewhat unwilling,Always,Frequently,Frequently,Frequently,Sometimes,Always,Always,Always,Sometimes, ,Frequently,Frequently,Frequently,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.887206853,Female,40,Northern Region,Prefer not to say,Prefer not to say,Full time employment,6,More than half the days,More than half the days,More than half the days,More than half the days
1678,28/04/2020 10:00,week 2,3,0,0, , , ,No,Somewhat easy,Very willing,Always,Frequently,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.896524471,Female,61,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),3,0,Retired,9,Prefer not to say,Not at all,Prefer not to say,Prefer not to say
1679,28/04/2020 10:42,week 2,2,0,1, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Sometimes,Frequently,Sometimes,Not at all,Always,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Sometimes,Sometimes,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,?????????????????,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.900495234,Male,48,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),5,1,Full time employment,5,Not at all,Not at all,Not at all,Not at all
1680,28/04/2020 10:03,week 2,5,9,2, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Frequently,Always,Not at all,Rarely,Frequently,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Rarely,Frequently,Frequently,Sometimes,Frequently,Sometimes,10,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,0.793238281,Female,22,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),5,1,Part time employment,6,Not at all,Several days,Prefer not to say,Prefer not to say
1681,28/04/2020 10:03,week 2,1,3,2, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.949836242,Female,24,Central Region,5,1,Full time employment,5,More than half the days,Several days,Several days,Several days
1682,28/04/2020 10:03,week 2,3,0,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Sometimes,Frequently,Frequently,Frequently,Always,Sometimes,Frequently,Sometimes,Always,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,1.035279662,Female,23,Southern Region,4,0,Full time student,4,More than half the days,Not at all,Several days,More than half the days
1683,28/04/2020 10:04,week 2,3,1,1, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Always,Always,Not at all,Sometimes,Always,Always,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.861777943,Female,23,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,1,Full time employment,4,More than half the days,Several days,Several days,Not at all
1684,28/04/2020 10:04,week 2,0,20,1,No,Sometimes,No,No,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Sometimes,Rarely,Frequently,Not at all,Frequently, ,Always,Not at all,Not at all,Not at all,Frequently,Rarely,Always,Always,Frequently,Always,7,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,Yes,No,No,No,No,No,1.059578391,Female,55,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),1,0,Full time employment,6,Several days,Several days,Several days,Several days
1685,28/04/2020 10:05,week 2,7,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.096817154,Female,21,Northeastern Region,4,1,Not working,3,Nearly every day,Nearly every day,More than half the days,Nearly every day
1686,28/04/2020 10:07,week 2,2,2,3, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently, , ,Frequently,Always,Always,Always,Always,Frequently,Frequently,Not at all,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.065986916,Female,20,Northern Region,3,0,Full time student,8,More than half the days,Not at all,More than half the days,Not at all
1687,28/04/2020 10:09,week 2,0,0,0, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Not at all,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.090650254,Female,55,Central Region,1,0,Not working,2,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
1688,28/04/2020 10:13,week 2,3,0,1, , , ,Not sure,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.984535784,Female,23,Southern Region,4,Prefer not to say,Full time student,5,Nearly every day,More than half the days,Several days,Not at all
1689,28/04/2020 10:18,week 2,7,10,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently, ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.029561196,Female,55,Northeastern Region,5,0,Part time employment,8,Several days,Several days,Several days,Several days
1690,28/04/2020 10:19,week 2,6,11,2, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Always,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Always,7,No,No,No,No,No,No,No,No,No,No,Yes,No,No,????????????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.184358464,Female,30,Central Region,6,2,Full time employment,5,More than half the days,Several days,Several days,Not at all
1691,28/04/2020 10:24,week 2,3,3,4, , , ,No,Somewhat difficult,Very willing,Frequently,Always,Always,Always,Sometimes,Sometimes,Sometimes,Frequently,Always,Rarely,Frequently,Frequently,Frequently,Sometimes,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,3,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.987081765,Male,23,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),6,2,Full time employment,8,Several days,Several days,More than half the days,More than half the days
1692,28/04/2020 10:26,week 2,2,5,5,No,Sometimes,No,No,Somewhat difficult,Very willing,Always,Always,Always,Always,Frequently,Frequently,Frequently,Always, ,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.896634401,Female,20,Northeastern Region,3,4,Full time student,4,Several days,More than half the days,Nearly every day,Several days
1693,28/04/2020 10:30,week 2,2,2,1, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently, , ,Rarely,Frequently,Frequently,Frequently,Always,Frequently,Always,Frequently,Sometimes,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,1.161896847,Female,21,Central Region,3,0,Full time student,7,Not at all,Not at all,Not at all,Not at all
1694,28/04/2020 10:33,week 2,3,5,0,No,Always,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Rarely, , ,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Always,20, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not",Not sure,No,No,No,No,Yes,No,No,0.959118354,Male,20,Northeastern Region,4,0,Unemployed,0,More than half the days,Nearly every day,More than half the days,Nearly every day
1695,28/04/2020 10:36,week 2,2,1,8, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Frequently, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,30,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.990918038,Male,21,Northeastern Region,3,0,Part time employment,5,More than half the days,More than half the days,Several days,Several days
1696,28/04/2020 10:39,week 2,0,4,2,Not sure,Frequently,No,Yes,Very easy,Very willing,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Always,Always, ,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not", ,No,No,No,No,Yes,No,No,0.970336798,Female,22,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),1,0,Full time employment,7,Not at all,Not at all,More than half the days,Not at all
1697,28/04/2020 10:39,week 2,50,2,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Frequently,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.916345422,Female,22,Northern Region,3,0,Full time student,5,Several days,Not at all,Not at all,Not at all
1698,28/04/2020 10:42,week 2,4,3,2,No,Frequently,No,Yes,Somewhat easy,Very willing,Always,Frequently,Sometimes,Always,Always,Frequently,Frequently,Sometimes,Frequently, ,Frequently,Frequently,Always,Always,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,3,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,???????????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,0.861777943,Female,23,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,0,Part time employment,7,Several days,Several days,Several days,Several days
1699,28/04/2020 10:43,week 2,4,7,2,No,Not at all,No,Yes,Very difficult,Somewhat unwilling,Always,Frequently,Always,Always,Always,Always,Always,Not at all,Frequently, ,Frequently,Not at all,Not at all,Not at all,Always,Always,Always,Not at all,Always,Always,20,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,Yes,No,No,No,No,No,1.115744774,Male,24,Northeastern Region,4,0,Full time employment,5,More than half the days,Not at all,Several days,Not at all
1700,28/04/2020 10:45,week 2,5,5,1, , , ,Yes,Very easy,Very willing,Sometimes,Always,Frequently,Frequently,Sometimes,Always,Always,Sometimes, ,Always,Frequently,Sometimes,Sometimes,Sometimes,Always,Sometimes,Frequently,Sometimes,Frequently,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.959118354,Male,20,Northeastern Region,5,2,Full time student,5,Several days,Several days,Several days,Not at all
1701,28/04/2020 10:45,week 2,1,1,2, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Frequently,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.951576326,Female,64,Northern Region,2,0,Retired,7,Not at all,Not at all,Not at all,Not at all
