RecordNo,endtime,region,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
537,11/04/2020 02:58,Mekong River Delta,week 1,2,10,2, , , ,No,Somewhat easy,Very willing,Always,Frequently,Always,Always,Rarely,Always,Rarely,Not at all,Always, ,Always,Always,Sometimes,Sometimes,Always,Always,Frequently,Always,Always,Always,5,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,1.172911848,Male,55,4,0,No,Yes,No,No,No,No,No, , , , , 
538,11/04/2020 03:00,Southeast,week 1,9,0,2, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Always,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,30,6,1,Yes,No,No,No,No,No,No, , , , , 
539,11/04/2020 03:00,Red River Delta,week 1,2,0,0, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Sometimes,Always,Always,Always,Always,Rarely,Sometimes,Sometimes,Always,Always,15, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.993325009,Female,19,3,2,No,No,Yes,No,No,No,No, , , , , 
540,11/04/2020 03:03,Red River Delta,week 1,2,2,3, , , ,No,Neither easy nor difficult,Very unwilling,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No, , ,No,No,No,No,No,Yes, ,0.988315988,Male,36,4,2,No,No,Yes,No,No,No,No, , , , , 
541,11/04/2020 03:04,Mekong River Delta,week 1,5,0,1, , , ,Yes,Somewhat easy,Very willing,Always,Not at all,Sometimes,Not at all,Rarely,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.993325009,Female,23,3,1,No,No,No,No,No,Yes,No, , , , , 
542,11/04/2020 03:07,Red River Delta,week 1,2,2,4,Yes,Frequently,Yes,Yes,Somewhat difficult,Very willing,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Always,7,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Yes, and I tested positive","Yes, and they tested negative",No,Yes,No,No,No,No,Yes,0.97261299,Male,21,2,1,Yes,No,No,No,No,No,No, , , , , 
543,11/04/2020 03:08,Mekong River Delta,week 1,5,20,0, , , ,Yes,Very easy,Somewhat willing,Always,Always,Frequently,Frequently,Always,Always,Sometimes,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.993325009,Female,20,5,1,No,Yes,No,No,No,No,No, , , , , 
544,11/04/2020 03:09,Red River Delta,week 1,2,2,10, , , ,Yes,Very easy,Very willing,Sometimes,Frequently,Always,Rarely,Always,Rarely,Not at all,Frequently,Sometimes,Rarely,Not at all,Frequently,Sometimes,Rarely,Not at all,Frequently,Always,Not at all,Sometimes,Always,10,No,No,No,No,No,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested positive","Yes, and they tested positive",No,No,No,No,No,Yes, ,0.983917035,Male,27,2,2,Yes,No,No,No,No,No,No, , , , , 
545,11/04/2020 03:10,Red River Delta,week 1,4,20,2, , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Sometimes,Always,Sometimes,Frequently,Frequently,Frequently,Always,Sometimes,Rarely,Not at all,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not", , , , , , , ,1.009362406,Female,37,4,2,Yes,No,No,No,No,No,No, , , , , 
546,11/04/2020 03:10,Red River Delta,week 1,0,15,1, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Sometimes,Sometimes,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.97261299,Male,23,6,0,No,No,Yes,No,No,No,No, , , , , 
547,11/04/2020 03:11,North and South Central Coast,week 1,0,0,0, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,28,1,0,Yes,No,No,No,No,No,No, , , , , 
548,11/04/2020 03:12,Southeast,week 1,2,10,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.009362406,Female,38,3,1,No,No,No,No,No,Yes,Yes, , , , , 
549,11/04/2020 03:12,Southeast,week 1,4,10,1, , , ,No,Neither easy nor difficult,Very willing,Always,Rarely,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Rarely,Sometimes,Sometimes,Always,Frequently,Rarely,Not at all,Not at all,Rarely,Always,2,No,No,No,No,No,No,No,No,No,No,Yes,No,No,công nhân,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,29,4,1,Yes,No,No,No,No,No,No, , , , , 
550,11/04/2020 03:13,Red River Delta,week 1,1,1,0, , , ,Not sure,Not sure,Very willing,Always,Always,Frequently,Frequently,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.983322386,Male,47,7,4,No,No,No,No,No,Yes,No, , , , , 
551,11/04/2020 10:32,Southeast,week 1,1,1,2,Yes,Frequently,No,Not sure,Neither easy nor difficult,Somewhat willing,Always,Always,Sometimes,Frequently,Frequently,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,Yes,No,No,No,1.004869776,Female,32,4,2,No,No,No,No,No,Yes,No, , , , , 
552,11/04/2020 03:15,Southeast,week 1,2,9,1, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently, ,Frequently,Always,Always,Always,Always,Sometimes,Frequently,Frequently,Always,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.97261299,Male,21,Prefer not to say,Prefer not to say,Yes,No,No,No,No,No,No, , , , , 
553,11/04/2020 03:15,Red River Delta,week 1,2,5,1, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Frequently,Always,Always,Frequently,Always,Always, ,Sometimes,Frequently,Always,Always,Always,Sometimes,Frequently,Not at all,Always,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,34,2,0,No,Yes,No,No,No,No,No, , , , , 
554,11/04/2020 03:17,Red River Delta,week 1,0,0,2,No,Rarely,Yes,No,Very easy,Neither willing nor unwilling,Rarely,Not at all,Rarely,Rarely,Always,Always,Sometimes,Rarely,Frequently, ,Sometimes,Rarely,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Yes, and I tested negative","Yes, and they have not received their results from the test yet",No,No,Yes,No,No,No,No,0.97261299,Male,23,1,0,No,Yes,No,No,No,No,No, , , , , 
555,11/04/2020 03:17,Red River Delta,week 1,3,15,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Sometimes,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,30,4,2,Yes,No,No,No,No,No,No, , , , , 
556,11/04/2020 03:19,Red River Delta,week 1,2,2,2,No,Frequently,Yes,No,Somewhat easy,Somewhat unwilling,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Always,Frequently,2,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,Yes,No,No,No,1.004869776,Female,26,3,1,Yes,No,No,No,No,No,No, , , , , 
557,11/04/2020 03:19,Southeast,week 1,3,1,1,Yes,Frequently,Yes,No,Very easy,Very willing,Not at all,Always,Sometimes,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Not at all,Frequently,Frequently,Not at all,Not at all,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Yes, and I tested positive","Yes, and they tested positive",No,No,No,No,Yes,No,Yes,1.004262465,Female,54,3,1,Yes,Yes,No,No,No,No,No, , , , , 
558,11/04/2020 03:19,Southeast,week 1,5,6,1,No,Frequently,No,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Always,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Always, ,Sometimes,Frequently,Frequently,Frequently,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,Yes,No,No,No,0.97261299,Male,22,Don't know,1,No,No,No,No,Yes,No,No, , , , , 
559,11/04/2020 03:20,Red River Delta,week 1,1,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Sometimes,Always,Always,Frequently,Always,Frequently,Always, ,Sometimes,Frequently,Always,Always,Frequently,Frequently,Rarely,Frequently,Always,Frequently,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.988315988,Male,42,4,0,Yes,No,No,No,No,No,No, , , , , 
560,11/04/2020 03:20,Southeast,week 1,1,6,3, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Frequently,Always, ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,28,Prefer not to say,Prefer not to say,Yes,No,No,No,No,No,No, , , , , 
561,11/04/2020 03:20,Southeast,week 1,6,50,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Frequently,Always,Frequently,Always,Always,9,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.988315988,Male,37,6,2,Yes,No,No,No,No,No,No, , , , , 
562,11/04/2020 03:22,Northern Midlands and Mountains,week 1,2,2,2,No,Sometimes,No,No,Very easy,Somewhat willing,Not at all,Not at all,Not at all,Frequently,Not at all,Sometimes,Always,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Rarely,Sometimes,Frequently,Not at all,Not at all,9,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Yes, and I tested positive","Yes, and they tested negative",Yes,No,No,No,No,No,No,0.983917035,Male,33,2,2,Yes,No,No,No,No,No,No, , , , , 
563,11/04/2020 03:24,Southeast,week 1,1,4,2, , , ,Not sure,Somewhat difficult,Somewhat willing,Always,Always,Always,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Rarely,Frequently,Frequently,Sometimes,6,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.988315988,Male,35,8 or more,3,Yes,No,No,No,No,No,No, , , , , 
564,11/04/2020 03:25,Southeast,week 1,2,2,1, , , ,No,Somewhat easy,Somewhat willing,Sometimes,Frequently,Sometimes,Not at all,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Sometimes,Rarely,Not at all,Not at all,Frequently,Frequently,Frequently,Frequently,Rarely,Sometimes,2,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Yes, and I tested negative","Yes, and they have not received their results from the test yet", , , , , , , ,1.197889278,Female,60,2,1,Yes,No,No,No,No,No,No, , , , , 
565,11/04/2020 03:25,Red River Delta,week 1,3,5,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Rarely,Frequently,Always,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,26,4,0,Yes,No,No,No,No,No,No, , , , , 
566,11/04/2020 03:25,Red River Delta,week 1,5,0,1,No,Frequently,No,Yes,Very easy,Very willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Always,Frequently,Frequently,Frequently,Always,Frequently,5,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","Yes, and they tested negative",No,Yes,No,No,No,No,Yes,1.004869776,Female,27,6,2,Yes,No,No,No,No,No,No, , , , , 
567,11/04/2020 03:25,Red River Delta,week 1,4,10,0, , , ,No,Very easy,Very willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always, ,Frequently,Rarely,Frequently,Always,Always,Always,Frequently,Always,Always,Frequently,Sometimes,5, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983917035,Male,29,5,1,No,No,No,No,Yes,No,No, , , , , 
568,11/04/2020 03:30,North and South Central Coast,week 1,3,6,1, , , ,No,Very easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Sometimes,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,32,4,2,Yes,No,No,No,No,No,No, , , , , 
569,11/04/2020 03:32,Red River Delta,week 1,4,1,2, , , ,No,Very easy,Very willing,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Always,Sometimes, ,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,Always,Rarely,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.97261299,Male,22,5,0,No,Yes,No,No,No,No,No, , , , , 
570,11/04/2020 03:33,Southeast,week 1,4,1,0, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.993325009,Female,20,3,1,No,No,Yes,No,No,No,No, , , , , 
571,11/04/2020 03:33,North and South Central Coast,week 1,2,10,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,26,3,1,No,Yes,No,No,No,No,No, , , , , 
572,11/04/2020 03:33,Central Highlands,week 1,2,0,2, , , ,No,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently, ,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Always,Frequently,Always,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.97261299,Male,20,5,3,No,No,No,No,No,Yes,No, , , , , 
573,11/04/2020 03:33,Southeast,week 1,0,80,1, , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Always,Always,Sometimes,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Frequently,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983322386,Male,54,1,0,Yes,Yes,No,No,No,No,No, , , , , 
574,11/04/2020 03:34,Northern Midlands and Mountains,week 1,2,3,4, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Frequently,Frequently,Always,Always, ,Frequently,Frequently,Always,Frequently,Always,Frequently,Always,Always,Frequently,Frequently,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.97261299,Male,20,2,1,No,No,Yes,No,No,No,No, , , , , 
575,11/04/2020 03:34,Mekong River Delta,week 1,4,0,0, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently, , ,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.97261299,Male,19,5,0,No,No,Yes,No,No,No,No, , , , , 
576,11/04/2020 03:36,Red River Delta,week 1,1,10,2, , , ,Not sure,Neither easy nor difficult,Somewhat unwilling,Always,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently, ,Always,Frequently,Frequently,Always,Always,Always,Sometimes,Rarely,Always,Rarely,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.993325009,Female,24,2,0,Yes,Yes,No,No,No,No,No, , , , , 
577,11/04/2020 03:38,Red River Delta,week 1,3,6,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Always,Frequently,15,No,No,No,No,No,No,No,No,No,No,Yes,No,No,??n công ty tr?c trong phòng,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.983322386,Male,50,4,1,Yes,No,No,No,No,No,No, , , , , 
578,11/04/2020 03:38,Red River Delta,week 1,3,1,0, , , ,No,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,27,6,1,No,Yes,No,No,No,Yes,No, , , , , 
579,11/04/2020 03:38,Northern Midlands and Mountains,week 1,4,8,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Rarely,Always,Always,Frequently,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Rarely,Frequently,Frequently,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004869776,Female,25,4,1,Yes,No,No,No,No,No,No, , , , , 
580,11/04/2020 03:39,Red River Delta,week 1,3,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Rarely,Always, , ,Sometimes,Always,Always,Always,Always,Sometimes,Always,Not at all,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.97261299,Male,20,4,0,No,No,Yes,No,No,No,No, , , , , 
