caseid,endtime,qweek,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,House_rooms,sw_1_1,sw_1_2,sw_1_3,sw_1_4,sw_1_5,sw_1_6,sw_1_7,sw_1_8,sw_1_9,sw_1_10,sw_1_11,sw_1_12,sw_1_13,sw_1_14,sw_1_15,sw_1_98,sw_1_other,sw_2,i1_health,i2_health,i7a_health,weight,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
194,03/04/2020 16:27,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Three,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,Yes,1,2,0,0.986047381,Male,43,"Skåne, Halland och Blekinge",2,0,No,No,No,No,No,Yes,No, , , , , 
195,03/04/2020 16:27,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Not at all,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Rarely,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,__NA__,Yes,1,0,0,0.974959941,Female,72,Södra mellersta Sverige,2,0,No,No,No,Yes,No,No,No, , , , , 
196,03/04/2020 16:28,week 1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Not at all,No,No,Not sure,Somewhat difficult,Very unwilling,Rarely,Not at all,Rarely,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Städar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,1,36,0,1.074326676,Male,32,Norra mellersta Sverige,1,1,Yes,No,No,No,No,No,No, , , , , 
197,03/04/2020 16:29,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Neither willing nor unwilling,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Always,Sometimes,Frequently,Always,Always,Frequently,Not at all,Always,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Six,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Barnvakt,Yes,1,2,2,0.980183622,Female,66,"Skåne, Halland och Blekinge",2,0,No,No,No,Yes,No,No,No, , , , , 
198,03/04/2020 16:29,week 1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Sometimes,No,No,Yes,Very easy,Somewhat willing,Not at all,Frequently,Not at all,Frequently,Not at all,Rarely,Frequently,Frequently,Not at all, ,Sometimes,Not at all,Sometimes,Sometimes,Frequently,Sometimes,Not at all,Not at all,Not at all,Sometimes,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,IT,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,__NA__,Yes,1,100,2,0.96440918,Male,31,Södra mellersta Sverige,1,0,Yes,No,No,No,No,No,No, , , , , 
199,03/04/2020 16:29,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Frequently,Frequently,Always,Frequently,Sometimes,Not at all,Always,Frequently,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Three,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,5,7,0,1.055578549,Female,54,Södra mellersta Sverige,2,0,No,No,No,Yes,No,No,No, , , , , 
200,03/04/2020 16:29,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Not at all, ,Always,Rarely,Rarely,Rarely,Frequently,Frequently,Not at all,Not at all,Sometimes,Always,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Three,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,1,20,2,0.970544519,Male,54,Stockholm,3,0,Yes,No,No,No,No,No,No, , , , , 
201,03/04/2020 16:30,week 1,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Somewhat willing,Frequently,Sometimes,Rarely,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently, ,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,55,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Five,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,66,233,12,1.328617789,Male,27,Stockholm,2,0,Yes,No,No,No,No,No,No, , , , , 
202,03/04/2020 16:30,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Sometimes,Always,Always,Always, ,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Three,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,1,0,0,0.949804553,Male,54,Norra Sverige,2,0,Yes,No,No,No,No,No,No, , , , , 
203,03/04/2020 16:30,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Sometimes,Always,Frequently,Always,Always,Not at all,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Three,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,0,1,0.974959941,Female,66,Södra mellersta Sverige,2,0,No,Yes,No,No,No,No,No, , , , , 
204,03/04/2020 16:30,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Always,Always,Always,Sometimes, ,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Sometimes,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,Don't know,0,0,0,0.943618002,Male,24,Norra Sverige,1,0,No,Yes,No,No,No,No,No, , , , , 
205,03/04/2020 16:33,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Frequently,Sometimes,Always,Always,Not at all, ,Always,Frequently,Always,Always,Always,Frequently,Not at all,Sometimes,Sometimes,Frequently,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,Yes,2,1,2,0.897756428,Female,45,"Skåne, Halland och Blekinge",1,0,Yes,No,No,No,No,No,No, , , , , 
206,03/04/2020 16:33,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Not sure,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,50,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Power walk,Yes,2,2,5,0.950854222,Female,32,Norra mellersta Sverige,3,1,No,Yes,No,No,No,No,No, , , , , 
207,03/04/2020 16:34,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Rarely,Frequently,Always,Rarely,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Always,12,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Elektronikkonstruktion,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,3,0,1,1.092031531,Male,46,Stockholm,4,2,Yes,No,No,No,No,No,No, , , , , 
208,03/04/2020 16:35,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Sometimes,Always,Always,Frequently,Frequently,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Sometimes,Sometimes,Sometimes,15, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Three,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,Yes,2,0,0,0.920037684,Male,60,Stockholm,4,0,No,No,No,No,Yes,No,No, , , , , 
209,03/04/2020 16:36,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Not at all,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Not at all,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Four,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,gått ut med soporna.,Yes,0,1,0,1.250621252,Female,67,Norra Sverige,1,0,No,No,No,Yes,No,No,No, , , , , 
210,03/04/2020 16:38,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Frequently,Frequently,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Frequently,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Two,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,0,10,0,0.920037684,Male,67,Stockholm,1,0,No,Yes,No,No,No,No,No, , , , , 
211,03/04/2020 16:38,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Frequently,Frequently,Always,Frequently,Sometimes, ,Always,Sometimes,Always,Sometimes,Frequently,Rarely,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,2,1,1.261669396,Male,22,Södra mellersta Sverige,2,0,Yes,No,No,No,No,No,No, , , , , 
212,03/04/2020 16:38,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Very unwilling,Rarely,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,1,1,1,0.92950491,Female,46,Norra Sverige,1,0,No,No,No,No,No,Yes,No, , , , , 
213,03/04/2020 16:39,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Sometimes,Always,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,__NA__,Yes,0,5,2,0.937839382,Female,37,Södra mellersta Sverige,1,0,Yes,No,No,No,No,No,No, , , , , 
214,03/04/2020 16:39,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Not at all,Always,Sometimes,Always,Not at all,Frequently,Rarely,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Not at all,Frequently,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,__NA__,Yes,5,50,1,0.965195014,Male,45,Norra mellersta Sverige,6,3,Yes,No,No,No,No,No,No, , , , , 
215,03/04/2020 16:39,week 1,"No, I have not","No, they have not",Yes,No,No,No,No,No,Yes,Sometimes,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Frequently,Sometimes,Always,Frequently, ,Not at all,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Not at all,Sometimes,Sometimes,Sometimes,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Six,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,2,0,1,0.927667308,Female,52,Norra mellersta Sverige,3,1,No,No,No,No,Yes,No,No, , , , , 
216,03/04/2020 16:40,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Not at all,Not at all,Always,Always,Always, ,Frequently,Always,Always,Always,Always,Frequently,Not at all,Not at all,Rarely,Sometimes,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,More than ten,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,2,0,0,0.974959941,Female,69,Södra mellersta Sverige,3,0,No,Yes,No,No,No,No,No, , , , , 
217,03/04/2020 16:41,week 1,"No, I have not","No, they have not",Yes,Yes,No,No,No,No,Not sure,Always,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Not at all, ,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Butik,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,1,0,0,0.845442514,Female,24,Norra mellersta Sverige,2,0,Yes,No,No,No,No,No,No, , , , , 
218,03/04/2020 16:42,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Not at all,Always,Always,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Frequently,Frequently,35,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Three,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,__NA__,Yes,3,25,2,0.954475013,Male,46,Norra Sverige,3,3,Yes,No,No,No,No,No,No, , , , , 
219,03/04/2020 16:43,week 1,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Sometimes,No,No,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Sometimes,Sometimes, ,Frequently,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Journalistik,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Three,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,__NA__,Yes,1,0,2,0.972928862,Female,25,Norra Sverige,2,0,Yes,No,No,No,No,No,No, , , , , 
220,03/04/2020 16:45,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Frequently,Always,Not at all,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,0,5,0.967820397,Male,71,"Skåne, Halland och Blekinge",2,0,No,No,No,Yes,No,No,No, , , , , 
221,03/04/2020 16:45,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Frequently,Not at all,Always,Not at all,Rarely,Not at all,Not at all, , ,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,More than ten,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,0,2,0.972928862,Female,29,Norra Sverige,2,0,No,No,Yes,No,No,No,No, , , , , 
222,03/04/2020 16:45,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Always,Not at all,Always,Always,Always,Not at all,Always,Always,Rarely,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,__NA__,Yes,0,5,2,0.993791228,Female,75,Stockholm,1,0,No,No,No,Yes,No,No,No, , , , , 
223,03/04/2020 16:45,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Frequently,Sometimes,Rarely,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Always,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Five,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,1,2,0,0.967820397,Male,74,"Skåne, Halland och Blekinge",2,0,No,No,No,Yes,No,No,No, , , , , 
224,03/04/2020 16:48,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Always,Sometimes,Always,Not at all,Not at all, ,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Always,Always,Rarely,Not at all,10,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,One,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Jobb,Yes,0,700,1,0.987938104,Female,19,Stockholm,1,0,No,Yes,No,No,No,No,No, , , , , 
225,03/04/2020 16:49,week 1,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Not at all,Not at all,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,1,0,0,0.816354439,Female,31,Norra Sverige,1,0,No,No,No,No,No,Yes,No, , , , , 
226,03/04/2020 16:50,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Frequently,Sometimes,Not at all,Frequently,Rarely,Frequently,Always, ,Always,Sometimes,Not at all,Rarely,Frequently,Frequently,Sometimes,Not at all,Not at all,Rarely,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,6,4,2,0.972928862,Female,18,Norra Sverige,7,3,No,No,Yes,No,No,No,No, , , , , 
227,03/04/2020 16:51,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Always,Frequently,Sometimes, ,Sometimes,Frequently,Frequently,Frequently,Always,Always,Not at all,Not at all,Not at all,Frequently,15,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Media,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Four,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,Yes,1,20,1,1.098208644,Male,36,Stockholm,2,0,Yes,No,No,No,No,No,No, , , , , 
228,03/04/2020 16:51,week 1,"No, I have not","No, they have not",Yes,No,No,No,No,No,Yes,Frequently,No,No,Yes,Very difficult,Somewhat willing,Not at all,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,Always,Sometimes,Sometimes,Always,Rarely,Rarely,Sometimes,Frequently,Sometimes,Not at all,Sometimes,Frequently,Sometimes,15,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Five,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,__NA__,Yes,3,50,1,0.937839382,Female,31,Södra mellersta Sverige,4,2,Yes,No,No,No,No,No,No, , , , , 
229,03/04/2020 16:52,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Sometimes,Rarely,Always,Not at all,Not at all, ,Always,Rarely,Rarely,Sometimes,Frequently,Sometimes,Not at all,Not at all,Frequently,Frequently,8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Five,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,__NA__,Yes,2,50,1,0.927667308,Female,55,Norra mellersta Sverige,3,0,Yes,No,No,No,No,No,No, , , , , 
230,03/04/2020 16:52,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Frequently,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Rarely,Sometimes,Not at all,Always,Not at all,Sometimes,Sometimes,Always,20,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,__NA__,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Four,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,Yes,5,60,1,0.940043094,Female,25,Södra mellersta Sverige,5,3,No,Yes,No,No,No,No,No, , , , , 
231,03/04/2020 16:52,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Frequently,Always,Always,Not at all,Always,Frequently,Not at all, ,Frequently,Sometimes,Sometimes,Frequently,Frequently,Always,Not at all,Not at all,Sometimes,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Three,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,1,30,1,0.961630613,Female,32,Stockholm,2,0,Yes,No,No,No,No,No,No, , , , , 
232,03/04/2020 16:53,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Rarely,Always,Always,Not at all,Always,Always, , ,Rarely,Rarely,Frequently,Always,Frequently,Frequently,Sometimes,Always,Sometimes,Not at all,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,One,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,__NA__,Yes,3,4,4,0.845442514,Female,22,Norra mellersta Sverige,1,0,No,No,Yes,No,No,No,No, , , , , 
233,03/04/2020 16:53,week 1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Not at all,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Two,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,__NA__,Yes,1,1,0,0.965195014,Male,49,Norra mellersta Sverige,2,0,No,No,No,No,Yes,No,No, , , , , 
234,03/04/2020 16:54,week 1,"No, I have not","No, they have not",No,No,Yes,Yes,No,No,No,Sometimes,No,No,Yes,Somewhat easy,Somewhat unwilling,Not at all,Frequently,Sometimes,Always,Sometimes,Not at all,Frequently,Always,Always,Not at all,Rarely,Not at all,Not at all,Not at all,Sometimes,Not at all,Not at all,Sometimes,Rarely,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,__NA__,Yes,2,10,2,0.961630613,Female,31,Stockholm,3,1,Yes,No,No,No,No,No,No, , , , , 
235,03/04/2020 16:54,week 1,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Always,No,No,No,Somewhat easy,Very willing,Not at all,Frequently,Sometimes,Frequently,Always,Always,Always,Always, , ,Always,Frequently,Always,Always,Always,Always,Not at all,Sometimes,Rarely,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Four,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,0,2,2,0.991289874,Male,75,Norra mellersta Sverige,2,0,No,No,No,Yes,No,No,No, , , , , 
