RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,m1_1,m1_2,m1_3,m1_4,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_96,m4_99,m4_other,m5_1,m5_2,m6_1,m6_2,m6_3,m6_4,m6_5,m6_6,m6_7,m6_8,m6_96,m6_other,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_8,m7_9,m7_10,m7_11,m8_1,m8_2,m8_3,m8_4,m8_5,m8_6,m8_7,m8_8,m8_96,m8_99,m8_other,m9_1,m9_2,m9_3,m9_4,m9_5,m9_6,m9_7,m10,m11,m12_1,m12_2,m12_3,m12_4,m12_5,m12_6,m12_7,m12_8,m12_96,m12_99,m12_other,m13_1,m13_2,m13_3,m13_4,m13_5,m13_6,m13_8,m13_9,m13_10,m13_11,v1,v2_1,v2_2,v2_3,v2_4,v2_5,v2_99,v3,v3_open,v4_1,v4_2,v4_3,v4_4,v4_5,v4_96,v4_99,v3_other
818,10/04/2020 01:33,week 1,3,3,5, , , ,Yes,Very easy,Very willing,Always,Frequently,Sometimes,Frequently,Sometimes,Not at all,Always,Rarely,Frequently, ,Not at all,Frequently,Sometimes,Rarely,Always,Always,Sometimes,Not at all,Rarely,Rarely,2,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.980651949,Female,32,Taipei City,3,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
819,10/04/2020 01:33,week 1,5,20,1, , , ,Yes,Not sure,Very willing,Frequently,Always,Always,Always,Not at all,Sometimes,Rarely,Sometimes,Frequently, ,Sometimes,Rarely,Not at all,Not at all,Rarely,Frequently,Not at all,Frequently,Sometimes,Frequently,20,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003604174,Male,49,New Taipei City,6,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
820,10/04/2020 01:33,week 1,10,30,2, , , ,No,Neither easy nor difficult,Very willing,Always,Always,Frequently,Always,Always,Frequently,Frequently,Frequently, ,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.003604174,Male,53,Taipei City,4,2,No,No,No,No,No,No,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
821,10/04/2020 01:33,week 1,4,5,1, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Frequently,Always,Sometimes,Rarely,Not at all,Frequently,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.24398152,Male,67,Taipei City,5,1,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
822,10/04/2020 01:33,week 1,3,1,2, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.962034311,Female,24,Taichung City,4,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
823,10/04/2020 01:35,week 1,0,20,3, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Always, ,Frequently,Sometimes,Frequently,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,10,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.962034311,Female,23,New Taipei City,2,0,No,Yes,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
824,10/04/2020 01:36,week 1,5,5,1, , , ,No,Somewhat difficult,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Rarely,Sometimes,Frequently,3,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.980651949,Female,31,New Taipei City,6,2,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
825,10/04/2020 01:36,week 1,6,15,2, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Always,Frequently,Sometimes,Always,Sometimes,Frequently,Frequently,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.94546109,Female,38,New Taipei City,3,1,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
826,10/04/2020 01:36,week 1,1,10,2, , , ,Not sure,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Always,Not at all,Frequently,Always,Sometimes,Rarely, ,Always,Sometimes,Frequently,Frequently,Sometimes,Frequently,Rarely,Rarely,Frequently,Always,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.973846623,Male,36,New Taipei City,2,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
827,10/04/2020 01:36,week 1,2,1,0, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Frequently,Always,Rarely,Sometimes,Always,Rarely, , ,Sometimes,Rarely,Sometimes,Not at all,Always,Sometimes,Not at all,Sometimes,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974351272,Female,48,Tainan City,3,0,No,No,No,No,Yes,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
828,10/04/2020 01:37,week 1,2,50,1,No,Not at all,Not sure,No,Somewhat easy,Neither willing nor unwilling,Frequently,Frequently,Frequently,Frequently,Sometimes,Not at all,Always,Not at all, , ,Always,Not at all,Rarely,Frequently,Frequently,Rarely,Always,Sometimes,Not at all,Frequently,2, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.962034311,Female,23,New Taipei City,3,0,No,No,Yes,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
829,10/04/2020 01:37,week 1,1,9,0, , , ,No,Somewhat difficult,Somewhat willing,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always, , ,Always,Frequently,Always,Always,Always,Always,Always,Not at all,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.962034311,Female,22,Taipei City,1,0,No,No,Yes,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
830,10/04/2020 01:37,week 1,2,42,2, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,Always, , ,Frequently,Rarely,Rarely,Rarely,Frequently,Sometimes,Not at all,Sometimes,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.962034311,Female,20,Penghu County,4,Don't know,No,No,Yes,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
831,10/04/2020 01:38,week 1,11,6,0, , , ,No,Somewhat difficult,Somewhat willing,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Rarely,Not at all,Frequently,Frequently,Always,Always,Frequently,Frequently,Rarely,Frequently,Sometimes,Frequently,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,??,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.980651949,Female,33,Kaohsiung City,5,1,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
832,10/04/2020 01:38,week 1,5,30,2, , , ,Yes,Somewhat difficult,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Always,Frequently, , ,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974351272,Female,49,Taichung City,6,0,No,No,No,No,No,Yes,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
833,10/04/2020 01:38,week 1,4,5,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Rarely,Rarely,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Rarely,Rarely,Sometimes,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.973846623,Male,43,Taichung City,5,3,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
834,10/04/2020 01:38,week 1,0,0,1, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.973846623,Male,39,Kaohsiung City,1,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
835,10/04/2020 01:39,week 1,0,7,1, , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Frequently,Frequently,Always,Frequently,Sometimes,Not at all,Sometimes,Not at all, ,Not at all,Sometimes,Sometimes,Always,Frequently,Sometimes,Not at all,Not at all,Rarely,Sometimes,8,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.010094015,Male,29,Penghu County,1,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
836,10/04/2020 01:40,week 1,3,4,2, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Sometimes,Rarely,Frequently,Frequently,Frequently,7,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.973846623,Male,40,Taoyuan City,4,2,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
837,10/04/2020 01:40,week 1,1,7,2, , , ,No,Neither easy nor difficult,Somewhat unwilling,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Rarely, ,Frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974351272,Female,50,New Taipei City,2,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
838,10/04/2020 01:40,week 1,4,50,2, , , ,No,Very difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Sometimes,Always,Always,Not at all,Rarely,Always,Frequently,Frequently,Sometimes,Always,Sometimes,Always,Always,Always,Frequently,6,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.990917421,Male,21,Taichung City,5,2,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
839,10/04/2020 01:41,week 1,2,2,1, , , ,Yes,Very easy,Very willing,Frequently,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,Always,Always,Always,Frequently,Always,Always,Always,Frequently,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.010094015,Male,32,Taipei City,3,1,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
840,10/04/2020 01:41,week 1,0,0,0, , , ,Not sure,Very easy,Very willing,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes, ,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.010094015,Male,30,New Taipei City,4,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
841,10/04/2020 01:42,week 1,3,25,2, , , ,Yes,Somewhat easy,Very willing,Always,Sometimes,Frequently,Always,Always,Frequently,Always,Always, , ,Frequently,Rarely,Sometimes,Frequently,Always,Sometimes,Not at all,Always,Sometimes,Always,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.990917421,Male,19,Taoyuan City,3,0,No,No,Yes,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
842,10/04/2020 01:43,week 1,2,20,1, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Rarely,Always,Frequently,Sometimes,Always,Not at all,Not at all, ,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Rarely,Sometimes,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,??,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974351272,Female,47,New Taipei City,3,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
843,10/04/2020 01:43,week 1,1,0,2, , , ,No,Not sure,Very willing,Always,Always,Sometimes,Always,Always,Always,Always,Always, , ,Sometimes,Frequently,Always,Always,Always,Sometimes,Rarely,Frequently,Frequently,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.24398152,Male,57,Changhua County,4,0,No,No,No,Yes,No,No,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
844,10/04/2020 01:43,week 1,1,0,0, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Sometimes,Frequently,Always,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Sometimes,Sometimes,Frequently,Always,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.962034311,Female,23,Taichung City,3,0,No,No,No,No,No,Yes,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
845,10/04/2020 01:43,week 1,3,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Frequently,Always,Frequently,Always,Frequently,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Sometimes,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.980651949,Female,30,New Taipei City,4,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
846,10/04/2020 01:43,week 1,1,2,0, , , ,Yes,Very easy,Very willing,Frequently,Always,Frequently,Always,Always,Sometimes,Not at all,Sometimes,Not at all, ,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Frequently,Frequently,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.974351272,Female,51,New Taipei City,2,0,No,Yes,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
847,10/04/2020 01:44,week 1,1,10,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Not at all,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Frequently,15,No,No,No,No,No,No,No,No,No,No,Yes,No,No,?????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.94546109,Female,40,Taipei City,2,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
848,10/04/2020 01:44,week 1,5,16,3, , , ,No,Somewhat easy,Very willing,Always,Sometimes,Always,Frequently,Frequently,Frequently,Frequently,Frequently, , ,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Sometimes,Frequently,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.990917421,Male,23,Kaohsiung City,5,0,No,No,Yes,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
849,10/04/2020 01:45,week 1,3,10,1, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Not at all,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,10,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.94546109,Female,39,New Taipei City,4,2,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
850,10/04/2020 01:45,week 1,6,3,1, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Frequently,Always,Always,Always,Always,10,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.973846623,Male,43,New Taipei City,6,1,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
851,10/04/2020 01:45,week 1,1,1,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,11,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,1.010094015,Male,33,Chiayi City,3,0,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
852,10/04/2020 01:46,week 1,1,12,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Not at all,Always,Always,Always,Rarely,Sometimes,Not at all,Always,Always,Always,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.980651949,Female,30,Nantou County,7,1,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
853,10/04/2020 01:47,week 1,10,5,1, , , ,No,Neither easy nor difficult,Somewhat willing,Sometimes,Rarely,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Rarely,Sometimes,Always,Always,Always,Always,Sometimes,Always,Not at all,Rarely,Always,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.94546109,Female,35,Miaoli County,8 or more,1,Yes,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
