RecordNo,endtime,qweek,gender,region,region_recode,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5_health_98,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,profile_household_size,weight,age,household_size,household_children,employment_status
428,2020-04-04 08:34:05,week 1,Female,Busan metropolitan city,Gyeongsang,2,12,2,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,No,Not at all,No,Not sure,No,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Frequently,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Rarely,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,.932671227545,33,3,1,Full time employment
429,2020-04-04 08:38:47,week 1,Male,Incheon metropolitan city,Gyeonggi,1,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Very easy,Very willing,Frequently,Always,Sometimes,Always,Sometimes,Frequently,Not at all,Sometimes, , ,Always,Always,Always,Always,Always,Not at all,Always,Always,Sometimes,Sometimes,9, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.832591613061,21,4,0,Not working
430,2020-04-04 08:39:21,week 1,Female,Daegu metropolitan city,Gyeongsang,0,100,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Rarely,Sometimes, ,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Always,Sometimes,Frequently,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,.932671227545,29,2,0,Full time employment
431,2020-04-04 08:48:10,week 1,Male,North Chungcheong Province,Chungcheong,3,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat easy,Very willing,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Frequently, ,Always,Frequently,Always,Frequently,Frequently,Always,Frequently,Frequently,Always,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,.69316405235,31,3,0,Full time employment
432,2020-04-04 08:56:07,week 1,Male,Daejeon metropolitan city,Chungcheong,2,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Frequently,Frequently,Always,Always,Frequently,Not at all,Sometimes,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,3,.694904124932,43,3,1,Full time employment
433,2020-04-04 09:01:55,week 1,Female,Busan metropolitan city,Gyeongsang,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Sometimes,Not at all, ,Always,Always,Always,Always,Always,Not at all,Frequently,Not at all,Sometimes,Not at all,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,5,.955013100049,54,5,0,Full time employment
434,2020-04-04 09:05:27,week 1,Female,North Jeolla Province,Jeolla,2,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Always,Frequently, ,Always,Frequently,Frequently,Always,Frequently,Frequently,Always,Not at all,Always,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4,.950433477048,50,4,0,Full time employment
435,2020-04-04 09:09:44,week 1,Male,Gwangju metropolitan city,Jeolla,4,1,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Not sure,Frequently,No,No,Yes,Somewhat difficult,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently, ,Frequently,Always,Always,Always,Always,Frequently,Always,Sometimes,Frequently,Sometimes,Frequently,3, , , , , , , , , , , , , ,__NA__,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,6,1.07507235677,67,6,2,Retired
436,2020-04-04 09:13:00,week 1,Male,South Gyeongsang Province,Gyeongsang,1,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently, , ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Sometimes,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,.702750120744,40,2,0,Not working
437,2020-04-04 09:43:00,week 1,Male,Gwangju metropolitan city,Jeolla,1,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Frequently,Always,Always,Always,Always, ,Always,Always,Always,Always,Frequently,Frequently,Always,Rarely,Frequently,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,.699380187267,38,1,0,Full time employment
438,2020-04-04 09:45:15,week 1,Female,Jeju special autonomous province,Jeolla,2,2,1,Prefer not to say,Prefer not to say,No,No,No,No,No,Yes,No, , , , ,Yes,Not sure,Not sure,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,11, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Prefer not to say,.928198741665,32,Prefer not to say,Prefer not to say,Other
439,2020-04-04 09:49:56,week 1,Female,Incheon metropolitan city,Gyeonggi,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Not sure,Very willing,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Rarely, , ,Always,Frequently,Not at all,Always,Always,Frequently,Always,Frequently,Sometimes,Rarely,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,1.11161674226,26,3,0,Not working
440,2020-04-04 09:51:10,week 1,Female,South Chungcheong Province,Chungcheong,5,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,5,.944350663199,54,5,0,Not working
441,2020-04-04 09:52:27,week 1,Female,Incheon metropolitan city,Gyeonggi,5,8,5,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat easy,Very willing,Frequently,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Not at all, ,Always,Frequently,Sometimes,Always,Frequently,Frequently,Always,Always,Always,Frequently,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,6,1.11161674226,34,6,0,Full time employment
442,2020-04-04 10:04:53,week 1,Female,Busan metropolitan city,Gyeongsang,3,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Frequently, ,Always,Frequently,Frequently,Always,Always,Always,Frequently,Always,Rarely,Sometimes,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.929441456674,19,4,1,Full time student
443,2020-04-04 10:09:01,week 1,Male,North Gyeongsang Province,Gyeongsang,3,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Sometimes,Sometimes,Always,Frequently,Always,Frequently,Rarely,Sometimes,Rarely,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.698562923962,24,4,0,Not working
444,2020-04-04 10:11:25,week 1,Female,Incheon metropolitan city,Gyeonggi,6,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Frequently,Always,Always,Always,Always,Rarely,Frequently,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.13824520339,49,4,2,Part time employment
445,2020-04-04 10:16:06,week 1,Male,Ulsan metropolitan city,Gyeongsang,3,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Not at all,Always,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Always,Frequently,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,4,.717782425996,47,4,1,Full time employment
446,2020-04-04 10:22:01,week 1,Male,Jeju special autonomous province,Jeolla,1,3,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Rarely,Sometimes, , ,Frequently,Frequently,Frequently,Always,Frequently,Rarely,Not at all,Sometimes,Always,Rarely,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.07507235677,56,1,0,Other
447,2020-04-04 10:22:49,week 1,Male,South Jeolla Province,Jeolla,0,10,3,"No, I have not",Not sure,No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Frequently,Frequently,Frequently,Always,Sometimes,Sometimes, ,Frequently,Always,Always,Always,Frequently,Sometimes,Always,Always,Always,Frequently,15,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,.697628906414,27,1,0,Full time employment
448,2020-04-04 10:36:39,week 1,Male,Busan metropolitan city,Gyeongsang,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always, , ,Always,Always,Not at all,Not at all,Always,Frequently,Frequently,Frequently,Frequently,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,.702750120744,44,1,0,Not working
449,2020-04-04 10:36:50,week 1,Female,South Gyeongsang Province,Gyeongsang,1,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Always,Always,Sometimes,Not at all,Not at all,Not at all,Always,Not at all, ,Not at all,Rarely,Not at all,Not at all,Rarely,Not at all,Not at all,Not at all,Not at all,Not at all,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,.935012542889,44,2,0,Full time employment
450,2020-04-04 10:37:51,week 1,Male,Incheon metropolitan city,Gyeonggi,2,1,1,"No, I have not",Not sure,No,No,No,No,No,Yes,No, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Always,Frequently,Frequently,Frequently,Frequently,Rarely,Sometimes,Sometimes, ,Not at all,Always,Not at all,Not at all,Frequently,Frequently,Rarely,Frequently,Not at all,Sometimes,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,.835484834705,34,1,0,Full time employment
451,2020-04-04 10:43:54,week 1,Male,South Chungcheong Province,Chungcheong,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Somewhat unwilling,Always,Always,Frequently,Always,Always,Rarely,Rarely,Not at all,Always,Always,Always,Sometimes,Frequently,Always,Always,Sometimes,Sometimes,Rarely,Frequently,Rarely,3,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.0681918489,55,1,1,Part time employment
452,2020-04-04 10:46:07,week 1,Female,South Jeolla Province,Jeolla,4,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat difficult,Very willing,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.924984458678,18,4,2,Unemployed
453,2020-04-04 10:47:02,week 1,Male,North Chungcheong Province,Chungcheong,1,20,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Somewhat willing,Frequently,Always,Rarely,Always,Always,Frequently,Frequently,Frequently, ,Always,Always,Sometimes,Always,Always,Sometimes,Frequently,Sometimes,Not at all,Rarely,Rarely,3, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,4,.709768598972,52,4,2,Other
454,2020-04-04 10:48:59,week 1,Male,Daegu metropolitan city,Gyeongsang,2,16,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Not at all, ,Always,Frequently,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,1.08025254687,55,3,0,Full time employment
455,2020-04-04 10:49:38,week 1,Female,Busan metropolitan city,Gyeongsang,6,4,13,"No, I have not","No, they have not",No,No,Yes,No,No,No,No,Yes,Frequently,Yes,Yes,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Frequently,Sometimes,Rarely,Frequently,Sometimes, ,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Always,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.929441456674,21,4,3,Full time student
456,2020-04-04 10:49:42,week 1,Male,Daejeon metropolitan city,Chungcheong,1,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Not at all,Always,Sometimes,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Frequently,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Don't know,.709768598972,46,Don't know,0,Other
457,2020-04-04 10:56:32,week 1,Female,Daejeon metropolitan city,Chungcheong,3,30,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,Always,Not at all,Always,Always,Always,Not at all,Not at all,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.944350663199,47,4,1,Full time employment
458,2020-04-04 11:05:06,week 1,Male,Jeju special autonomous province,Jeolla,1,50,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Always, , ,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Always,Not at all,Frequently,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,.699380187267,40,2,0,Not working
459,2020-04-04 11:05:26,week 1,Male,Seoul special city,Gyeonggi,10,10,7,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,No,No,Frequently,No,No,Yes,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Frequently,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Sometimes,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,3,.835484834705,33,3,1,Full time employment
460,2020-04-04 11:11:37,week 1,Female,Busan metropolitan city,Gyeongsang,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Sometimes,Frequently,Always,Frequently,Always,Rarely, , ,Always,Always,Always,Always,Rarely,Rarely,Rarely,Sometimes,Not at all,Not at all,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,.929441456674,21,2,0,Other
461,2020-04-04 11:17:29,week 1,Male,Incheon metropolitan city,Gyeonggi,3,20,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.855498634964,53,4,0,Full time employment
463,2020-04-04 11:24:12,week 1,Female,North Gyeongsang Province,Gyeongsang,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Rarely, ,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,.955013100049,49,3,0,Part time employment
464,2020-04-04 11:35:29,week 1,Male,Gwangju metropolitan city,Jeolla,4,12,5,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Not sure,Somewhat difficult,Neither willing nor unwilling,Always,Always,Not at all,Always,Always,Always,Always,Not at all,Rarely,Frequently,Always,Always,Not at all,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Frequently,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,5,.695213069564,20,5,2,Full time employment
465,2020-04-04 11:36:31,week 1,Female,Gangwon Province,Gangwon,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Sometimes, ,Always,Frequently,Always,Always,Always,Frequently,Always,Sometimes,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.911833661363,26,4,0,Full time employment
466,2020-04-04 11:39:56,week 1,Male,Daejeon metropolitan city,Chungcheong,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Rarely,Always,Always,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,.709768598972,48,2,2,Full time employment
467,2020-04-04 11:40:59,week 1,Female,Incheon metropolitan city,Gyeonggi,3,20,30,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Frequently,Always,Sometimes,Rarely,Always, , ,Always,Frequently,Frequently,Always,Sometimes,Frequently,Sometimes,Rarely,Always,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,3,1.71304316655,57,3,0,Not working
468,2020-04-04 11:50:52,week 1,Male,Busan metropolitan city,Gyeongsang,2,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Not at all,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,3,1.08025254687,62,3,0,Retired
469,2020-04-04 11:51:01,week 1,Female,Busan metropolitan city,Gyeongsang,1,50,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Not at all,Not at all, ,Always,Frequently,Always,Always,Sometimes,Always,Not at all,Not at all,Sometimes,Sometimes,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,5,.932671227545,29,5,0,Full time employment
470,2020-04-04 11:51:53,week 1,Female,South Gyeongsang Province,Gyeongsang,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Not at all,Always,Always,Sometimes,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,3,.955013100049,49,3,0,Other
471,2020-04-04 11:54:58,week 1,Female,North Jeolla Province,Jeolla,1,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Frequently,Always,Always,Rarely,Rarely,Always, , ,Always,Rarely,Always,Always,Frequently,Rarely,Always,Not at all,Rarely,Sometimes,3, , , , , , , , , , , , , ,__NA__,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1.43038913608,66,2,0,Retired
